,ADJOE,WAB,EFG_O,TOR,ORB,DRB,TORD,ADJDE,EFG_D,FTRD,ADJ_T,FTR,3P_D,2P_O,3P_O,W:G
0,123.3,8.6,52.6,15.4,40.7,30.0,18.2,94.9,48.1,30.4,71.7,32.3,36.2,53.9,32.7,0.825
1,129.1,11.3,54.8,12.4,32.1,23.7,15.8,93.6,47.7,22.4,59.3,36.2,37.5,54.8,36.5,0.9
2,114.4,6.9,53.9,14.0,25.5,24.9,19.5,90.4,47.7,30.0,65.9,30.7,33.2,54.7,35.2,0.825
3,115.2,7.0,53.5,17.7,27.4,28.7,22.8,85.2,43.0,36.6,67.5,32.9,29.7,52.8,36.5,0.816
4,117.8,7.7,56.6,16.2,30.0,26.2,17.1,86.3,41.1,26.9,71.5,39.0,29.0,56.3,38.2,0.949
5,117.2,3.9,49.9,18.1,42.0,29.7,16.1,96.2,46.0,36.8,65.9,51.8,32.2,50.0,33.2,0.725
6,121.5,6.2,54.6,14.6,32.5,29.4,18.7,93.7,48.0,22.7,64.8,28.4,32.6,53.4,37.9,0.789
7,125.2,10.7,56.6,16.3,35.8,30.2,18.6,90.6,46.5,23.9,66.4,39.8,31.4,55.9,38.7,0.897
8,123.0,11.1,55.2,14.7,30.4,25.4,17.5,89.9,44.7,26.3,60.7,29.1,28.9,52.5,39.5,0.921
9,121.0,8.4,51.7,16.2,41.3,25.0,18.6,91.5,48.1,31.6,72.8,34.3,33.9,51.0,35.5,0.846
10,123.1,8.9,56.1,16.3,28.2,29.4,20.6,90.9,46.7,30.0,66.7,34.1,33.9,57.4,36.2,0.875
11,128.4,10.6,59.5,15.0,29.6,27.1,18.2,94.1,48.5,26.7,69.6,29.4,31.7,59.0,40.1,0.9
12,112.5,4.7,51.5,17.3,30.4,32.8,19.6,91.3,44.6,35.7,64.8,38.3,33.0,48.1,38.7,0.8
13,115.9,9.0,50.6,18.3,38.2,33.3,27.0,84.5,44.8,34.9,67.1,40.0,31.8,50.8,33.3,0.875
14,109.4,5.8,47.7,17.2,34.7,30.8,21.3,87.4,44.0,33.3,65.6,38.7,30.3,48.4,30.7,0.75
15,125.3,8.6,58.3,14.5,27.9,32.2,17.3,98.6,47.9,24.1,63.9,36.7,32.6,58.2,39.0,0.842
16,118.3,2.3,54.0,15.3,32.7,32.1,14.8,103.3,49.5,26.0,65.5,32.9,36.9,52.9,37.4,0.667
17,119.9,8.6,54.8,15.1,29.9,25.2,18.8,91.0,48.4,33.4,61.9,32.1,34.7,52.6,40.3,0.784
18,122.3,6.6,55.9,17.5,38.8,30.0,17.3,92.9,46.4,22.3,70.9,34.6,32.0,56.0,37.2,0.784
19,113.2,0.9,53.2,17.8,32.3,29.8,19.4,96.4,48.4,32.4,72.5,37.0,35.5,53.6,35.0,0.657
20,118.9,11.2,53.6,17.5,35.6,29.5,19.4,89.2,45.0,24.0,73.6,33.2,29.9,58.0,30.8,0.842
21,122.8,6.1,53.6,15.8,34.5,27.0,18.6,94.3,49.0,31.7,67.0,29.9,34.2,51.5,37.4,0.722
22,120.9,11.6,55.7,17.8,32.2,27.9,18.5,90.4,45.1,37.3,70.1,38.6,32.5,52.7,41.3,0.865
23,121.5,11.0,56.1,17.6,34.1,29.7,18.6,94.5,48.1,30.0,71.4,36.0,35.6,53.6,40.4,0.861
24,109.6,2.5,52.6,17.2,25.9,31.9,21.6,93.7,49.1,36.8,66.5,33.8,33.0,53.4,34.1,0.676
25,112.7,4.7,52.0,17.8,32.9,28.7,21.7,91.5,46.4,38.0,67.6,39.3,32.3,51.1,35.9,0.73
26,115.6,1.6,51.9,18.4,34.5,25.5,17.5,97.9,51.6,33.4,68.4,41.1,33.4,52.0,34.5,0.632
27,117.5,9.0,53.5,16.5,34.5,22.4,20.6,86.9,45.1,37.3,66.7,47.1,33.5,53.3,36.0,0.895
28,118.4,6.7,52.3,16.1,34.1,30.5,20.2,96.2,48.9,32.0,69.0,40.3,36.2,52.6,34.4,0.811
29,116.6,6.4,51.6,16.9,32.1,29.5,21.0,88.9,45.8,34.0,70.2,40.2,30.5,50.3,35.9,0.75
30,118.3,9.0,52.9,15.7,33.5,27.7,19.2,91.3,47.5,33.5,73.7,40.9,30.6,52.9,35.3,0.842
31,117.5,8.8,53.0,18.6,36.8,25.5,17.9,89.8,46.6,26.8,66.9,41.9,34.3,52.9,35.4,0.811
32,120.2,7.8,57.9,16.1,33.9,28.0,17.1,93.1,44.2,30.5,65.2,38.7,33.0,57.0,40.0,0.919
33,123.4,7.0,59.0,14.9,31.5,26.8,19.0,89.9,44.2,25.9,72.0,35.3,30.4,61.4,36.3,0.892
34,116.2,9.4,51.7,15.7,36.4,27.3,19.1,87.4,42.3,34.2,64.3,41.0,32.0,50.7,36.4,0.868
35,125.0,7.7,55.7,14.8,29.4,30.5,17.1,99.9,49.4,26.7,62.6,34.9,31.8,52.7,40.2,0.757
36,119.6,6.9,54.5,17.4,32.9,27.5,17.7,95.3,45.8,40.3,66.2,33.7,33.2,52.1,39.2,0.763
37,113.0,0.6,52.4,18.1,33.9,28.8,18.8,99.1,48.8,43.0,65.4,40.6,33.2,50.4,37.7,0.703
38,113.6,7.2,50.6,16.2,31.8,28.2,20.7,89.4,45.4,29.5,65.3,35.5,32.4,49.4,35.6,0.784
39,118.4,7.5,53.9,15.6,28.8,32.3,20.4,91.5,45.5,32.7,67.8,39.2,29.0,50.8,39.9,0.833
40,113.0,4.5,49.6,20.9,38.4,33.1,19.5,93.2,46.2,31.7,64.6,40.9,32.3,51.6,29.6,0.743
41,115.7,4.1,55.2,17.8,34.2,28.4,22.5,85.7,43.3,29.9,62.8,31.0,31.0,54.3,37.8,0.784
42,111.9,-0.3,50.0,18.1,33.5,35.3,20.4,93.6,47.3,28.0,65.5,35.4,30.7,47.2,36.0,0.622
43,116.3,3.0,53.2,17.5,33.5,27.0,16.5,92.6,44.9,39.0,63.9,32.7,31.5,50.8,38.5,0.692
44,119.9,10.7,55.2,18.5,33.9,26.4,14.9,91.0,43.9,27.5,68.6,33.6,31.6,54.3,37.8,0.821
45,118.2,8.0,54.3,18.3,31.2,30.5,17.7,94.1,47.2,28.3,70.8,33.0,33.7,48.2,42.2,0.784
46,122.1,8.2,57.5,16.6,29.4,31.2,18.2,96.4,49.1,24.6,69.9,27.0,33.3,55.6,40.1,0.795
47,110.5,2.0,57.7,19.1,22.1,25.9,19.4,95.4,47.4,25.2,66.4,32.2,32.0,56.6,39.8,0.865
48,117.8,6.0,55.5,17.1,32.4,29.5,19.3,93.8,46.4,26.3,68.4,34.4,31.2,54.5,38.0,0.868
49,120.3,13.1,51.5,16.3,39.5,31.8,21.3,84.0,39.6,31.7,63.5,43.9,27.1,51.2,34.9,0.974
50,108.7,1.7,47.3,18.4,34.0,31.6,24.3,89.0,45.5,44.5,69.6,40.2,30.6,45.9,33.4,0.722
51,121.3,6.1,54.4,16.8,31.6,32.8,24.6,95.2,51.7,36.4,69.3,30.9,34.8,51.7,38.1,0.769
52,115.9,11.7,52.2,17.5,35.3,28.0,21.3,88.4,45.4,31.2,63.1,42.4,33.0,51.3,35.9,0.923
53,122.7,7.9,53.3,12.7,28.1,27.4,15.3,95.9,47.2,27.1,63.9,42.7,34.1,51.3,37.6,0.789
54,113.0,5.1,49.0,18.9,38.8,34.5,23.6,87.0,42.6,35.4,65.4,36.8,28.4,48.5,33.4,0.75
55,110.6,2.2,50.0,19.4,38.0,26.5,20.0,91.0,45.3,38.3,65.0,36.5,32.2,49.6,33.9,0.769
56,107.0,-11.3,51.2,18.3,31.7,33.3,16.0,111.7,51.7,33.8,67.6,32.5,38.5,49.5,36.2,0.367
57,101.0,-12.3,46.7,22.2,33.4,29.5,18.7,103.0,50.2,41.7,65.9,33.1,34.1,47.8,29.8,0.3
58,101.2,-12.6,45.5,21.9,35.9,30.4,18.5,103.8,50.0,44.7,65.0,41.1,35.3,44.9,31.6,0.267
59,107.2,-2.3,48.9,18.7,35.5,30.9,18.3,96.2,45.9,28.9,62.7,39.9,31.9,47.3,35.2,0.629
60,98.9,-6.3,46.7,19.9,29.6,30.8,20.1,92.9,45.8,34.4,64.8,36.4,31.6,46.1,32.1,0.515
61,104.5,-4.9,47.3,20.5,34.0,31.3,17.5,100.7,48.7,35.2,67.8,42.4,35.0,48.4,29.6,0.531
62,102.1,-1.1,48.9,20.8,32.3,29.2,21.8,91.0,43.9,46.0,65.9,47.3,27.3,50.1,30.5,0.688
63,106.7,-3.5,52.1,15.6,22.2,33.4,21.1,94.6,46.0,33.5,62.2,32.9,30.3,52.8,34.0,0.6
64,98.2,-9.6,45.3,19.2,31.5,30.4,19.0,97.3,48.3,31.3,64.0,35.2,34.8,45.5,29.9,0.419
65,94.1,-12.8,46.2,21.7,27.2,32.1,20.9,102.8,51.6,44.5,63.4,41.5,35.7,45.2,32.0,0.323
66,102.4,-5.4,47.1,18.9,35.0,29.0,19.7,98.5,48.4,33.9,65.0,37.9,36.2,47.1,31.4,0.581
67,113.0,-2.1,52.0,14.2,24.9,30.8,15.8,106.0,52.0,30.6,71.3,32.3,34.3,51.1,35.5,0.594
68,108.2,-7.8,53.9,18.9,27.9,28.4,15.6,105.1,49.4,38.6,73.6,33.6,40.2,53.1,36.6,0.485
69,101.8,-6.0,51.5,20.4,30.4,26.9,22.4,100.4,51.4,40.5,67.5,33.6,33.4,51.2,34.6,0.533
70,101.4,-11.6,45.1,18.6,33.5,22.8,10.2,103.1,48.4,30.0,68.6,34.4,35.3,45.7,29.2,0.344
71,114.9,-0.8,50.8,16.5,34.4,27.9,17.5,99.1,48.7,27.0,67.2,39.1,33.0,48.4,37.1,0.737
72,99.2,-12.6,47.7,18.8,24.9,34.3,19.1,105.3,53.3,34.9,67.0,30.9,38.1,45.4,33.6,0.267
73,102.1,-8.7,49.1,17.5,25.9,30.4,17.1,100.7,48.3,40.2,71.6,36.5,31.3,48.8,33.0,0.438
74,107.6,-5.9,50.4,17.5,30.6,26.3,18.8,98.3,47.6,39.6,65.7,37.6,33.3,48.3,36.5,0.531
75,112.6,-5.5,54.7,14.7,23.2,31.7,18.2,104.0,50.9,36.1,69.2,35.2,36.0,55.4,35.6,0.5
76,96.4,-11.6,47.7,19.5,20.7,27.9,18.5,100.2,50.0,39.3,69.6,37.8,32.8,46.9,32.8,0.344
77,113.2,-0.1,51.5,16.5,31.3,33.4,19.0,104.4,49.6,37.4,68.9,37.5,32.1,48.8,37.3,0.71
78,108.8,-5.2,51.6,17.4,25.1,26.9,17.1,98.6,49.7,33.4,69.7,31.5,38.1,51.9,34.1,0.531
79,101.6,-14.7,48.9,20.0,29.0,30.2,17.6,106.1,49.9,33.3,71.7,37.1,35.9,48.3,33.4,0.312
80,96.6,-11.8,48.4,19.7,23.4,31.0,25.6,98.2,53.0,43.5,65.8,26.7,36.1,47.4,33.2,0.419
81,106.1,-5.2,49.3,18.7,31.6,24.5,14.2,103.7,48.6,27.7,70.0,39.7,32.7,48.5,34.2,0.606
82,107.1,-5.2,49.5,19.3,32.7,26.4,16.2,103.8,50.2,26.9,67.0,36.6,35.4,45.6,37.1,0.571
83,109.1,-7.0,53.3,18.6,25.7,27.6,17.7,107.0,54.3,33.1,69.9,38.3,39.4,52.4,36.4,0.5
84,99.6,-10.1,49.7,20.3,28.1,30.2,19.6,99.5,46.9,44.5,73.6,34.6,34.5,53.3,29.7,0.455
85,110.0,-3.7,53.9,16.2,20.7,30.7,20.0,102.5,49.9,34.6,70.1,31.6,32.1,55.6,34.2,0.629
86,101.6,-10.9,46.6,17.0,29.8,26.6,18.0,102.6,51.2,32.5,70.0,40.1,34.9,45.7,32.4,0.355
87,95.5,-12.8,47.0,20.3,24.2,27.3,16.9,103.2,50.6,38.5,65.2,34.4,35.6,44.3,34.2,0.364
88,107.2,-4.6,49.7,17.6,33.0,31.0,20.9,100.4,49.9,41.5,70.0,42.4,35.3,48.5,34.8,0.625
89,108.3,-9.6,55.5,20.2,25.8,27.5,18.4,106.8,54.4,29.2,67.2,31.8,38.3,59.5,33.7,0.452
90,104.8,-11.0,49.7,17.6,33.0,28.9,18.4,106.8,50.8,36.4,67.3,35.4,33.5,47.8,35.0,0.5
91,94.1,-14.9,47.9,18.5,18.8,32.8,21.1,104.9,52.3,30.4,67.2,26.9,35.1,52.1,28.8,0.29
92,101.4,-9.8,49.1,18.2,27.9,26.7,16.1,105.6,52.1,30.8,70.1,31.8,35.3,49.1,32.6,0.485
93,103.9,-9.7,49.5,19.2,31.7,30.0,17.1,104.1,51.4,28.1,66.8,28.9,35.7,50.2,32.1,0.455
94,104.6,-11.1,49.0,16.5,25.5,25.4,17.5,101.6,51.7,33.8,70.1,31.0,38.1,48.8,32.9,0.406
95,106.4,-12.8,52.5,18.6,27.2,29.7,16.5,109.6,51.5,33.2,67.6,25.1,34.7,47.9,40.0,0.394
96,107.1,-11.4,52.1,16.9,23.4,28.3,19.0,108.0,55.4,31.4,69.1,29.7,37.2,53.2,33.4,0.375
97,104.5,-8.1,48.8,13.9,23.5,24.5,16.2,99.9,49.6,24.6,71.6,34.6,33.7,47.7,33.7,0.5
98,101.3,-7.9,47.1,19.5,33.8,27.0,18.3,99.3,49.3,35.1,65.3,45.8,34.8,46.6,32.0,0.531
99,105.5,-7.0,52.6,18.7,29.0,27.0,17.8,102.7,51.5,29.4,72.0,28.1,35.1,52.4,35.2,0.545
100,107.3,-0.9,53.1,16.7,23.3,24.8,16.7,99.8,48.3,30.0,66.1,28.3,33.0,52.8,35.6,0.727
101,111.1,-2.3,56.1,18.8,26.9,27.4,16.8,98.9,47.9,23.8,66.1,32.1,32.1,59.5,33.2,0.636
102,103.8,-6.7,49.9,19.8,31.9,35.1,21.6,104.4,49.9,31.9,71.0,35.0,33.8,51.1,32.2,0.594
103,96.0,-14.9,46.8,16.4,25.1,28.0,19.1,102.6,49.5,36.9,66.3,24.5,32.9,44.7,33.0,0.387
104,102.8,-6.8,50.1,18.9,29.0,27.2,18.2,103.9,50.2,30.6,69.2,34.2,32.0,50.5,33.0,0.545
105,95.4,-15.8,45.8,18.2,23.4,28.5,17.1,104.5,51.2,30.2,68.8,32.6,35.6,45.3,31.1,0.273
106,99.7,-13.3,47.2,20.2,28.9,28.9,19.8,102.5,51.3,41.3,70.6,28.5,34.2,45.3,33.1,0.323
107,102.6,-13.8,51.1,20.2,31.5,27.1,16.8,108.6,51.2,41.4,69.0,31.3,35.0,50.2,35.0,0.344
108,103.5,-6.8,47.4,17.8,31.3,27.9,20.2,99.9,48.7,35.7,68.9,36.8,32.3,50.0,28.0,0.545
109,108.0,-13.5,54.1,15.3,19.1,29.9,18.5,107.6,53.1,28.7,67.2,30.7,34.4,55.5,34.7,0.394
110,105.3,-10.5,48.0,13.5,22.0,24.4,15.7,105.3,51.7,27.1,69.8,31.7,36.0,47.8,32.2,0.424
111,101.1,-8.3,48.3,18.7,29.2,28.7,19.8,95.1,47.2,31.5,65.6,28.2,32.3,47.9,32.8,0.529
112,108.6,-5.8,50.8,18.8,26.0,30.9,18.8,99.2,49.4,40.8,63.9,35.0,33.5,52.1,32.4,0.406
113,104.2,-3.0,46.0,18.6,34.1,31.4,17.7,92.7,45.6,31.2,62.2,34.4,32.8,46.5,29.9,0.516
114,104.1,-3.3,50.1,21.9,31.8,31.9,18.0,96.2,47.3,37.9,66.6,46.9,32.5,51.4,31.3,0.515
115,102.1,-6.1,44.4,19.6,38.7,25.8,18.0,92.9,49.2,33.8,64.2,31.1,31.9,46.1,26.7,0.387
116,111.2,0.7,49.9,15.9,29.5,29.3,17.3,96.0,47.6,28.5,62.9,35.5,32.4,47.4,35.8,0.658
117,113.2,-1.5,49.1,15.7,34.3,31.6,17.4,101.7,50.0,37.8,60.9,34.8,34.9,48.6,33.6,0.545
118,106.1,-0.3,47.3,17.9,33.5,31.3,21.1,90.8,46.4,30.0,66.4,35.4,31.4,48.3,30.0,0.581
119,105.5,-8.9,51.5,18.1,26.0,36.6,18.9,104.8,50.8,33.8,64.2,31.9,35.1,47.7,38.9,0.333
120,104.8,-5.7,47.8,19.3,31.8,26.4,17.1,98.1,50.9,35.2,68.7,41.5,33.8,46.5,33.6,0.406
121,95.0,-12.2,47.5,20.0,21.8,28.6,19.5,99.1,52.4,37.0,67.8,25.9,38.2,46.9,32.3,0.219
122,112.1,-2.4,50.6,15.8,30.3,30.3,18.0,98.0,47.9,28.5,64.5,33.3,34.9,49.1,35.2,0.548
123,112.2,0.1,51.8,18.0,32.8,28.3,18.9,99.1,50.9,36.7,72.7,37.8,36.2,52.1,34.1,0.588
124,113.9,0.0,49.8,16.7,37.5,27.2,14.6,98.2,49.1,31.7,67.8,31.7,32.0,48.4,35.7,0.583
125,111.5,4.3,51.9,17.1,38.5,29.2,21.6,89.6,44.7,40.5,67.2,31.8,32.1,51.9,34.7,0.742
126,113.6,-4.0,48.5,16.1,36.3,30.4,15.0,102.9,50.6,29.7,68.5,38.9,37.4,46.9,34.8,0.485
127,109.5,-0.5,50.0,18.0,30.3,31.8,17.9,97.8,49.0,33.5,70.5,49.4,31.3,49.1,34.8,0.571
128,106.9,-6.2,49.4,20.1,32.7,31.2,15.2,99.4,49.5,38.6,72.4,43.2,33.4,50.4,31.6,0.355
129,104.1,-9.8,51.6,20.1,25.6,24.2,17.2,101.9,53.2,39.6,72.5,29.6,35.4,49.1,37.4,0.281
130,115.3,-0.3,51.1,15.8,31.4,32.2,20.1,98.9,51.9,24.1,67.8,34.3,35.6,49.8,35.7,0.515
131,99.4,-2.1,47.4,19.3,27.7,30.8,18.8,90.6,46.0,27.4,69.2,35.8,33.1,46.9,32.5,0.583
132,111.9,-4.1,52.7,18.5,29.8,31.4,15.6,105.2,51.6,30.4,71.9,36.2,36.9,52.4,35.6,0.469
133,112.7,-2.0,51.4,17.6,28.2,29.5,14.3,101.2,51.3,26.6,67.0,39.4,35.6,49.6,36.1,0.485
134,116.2,-1.1,53.5,18.0,31.6,34.5,19.7,100.6,50.3,29.2,68.2,35.1,34.3,51.3,37.9,0.559
135,112.6,-1.9,52.1,18.2,30.1,26.0,17.6,102.8,51.8,27.1,70.9,30.7,36.1,51.1,35.9,0.543
136,103.4,-6.7,46.9,19.2,30.8,30.6,18.9,98.5,49.2,31.8,67.0,34.8,37.9,46.6,31.8,0.406
137,112.0,0.5,51.8,16.7,28.6,31.4,18.9,96.4,47.0,29.3,70.6,31.9,32.9,49.7,37.1,0.611
138,114.1,-0.7,51.1,14.7,31.1,28.8,16.4,99.4,49.3,22.6,66.7,31.0,35.4,49.6,35.6,0.6
139,98.2,-10.9,48.2,20.9,22.7,34.8,16.6,103.3,50.1,31.3,66.5,31.9,33.4,47.8,32.5,0.25
140,110.4,-7.9,50.5,18.8,30.5,27.7,17.5,101.6,51.5,39.0,70.7,31.9,37.7,47.4,37.4,0.355
141,106.2,-5.4,48.5,17.5,28.6,31.5,16.6,101.5,48.4,29.4,68.8,35.0,32.0,49.1,31.7,0.452
142,107.2,0.1,50.7,19.7,27.8,24.5,19.8,90.3,47.6,30.0,67.4,33.5,35.0,51.5,32.8,0.588
143,99.9,-4.8,49.2,21.0,25.3,31.6,18.7,95.7,45.7,34.8,68.5,34.3,29.7,50.7,30.7,0.438
144,109.3,-5.1,50.8,16.9,25.9,29.8,19.8,98.8,52.0,22.7,68.3,30.8,34.9,51.4,33.3,0.438
145,112.4,1.9,52.0,17.3,36.0,28.8,21.5,97.5,49.4,38.8,72.8,28.5,30.9,51.6,35.2,0.667
146,107.3,-5.7,46.2,14.0,29.0,31.1,16.4,99.8,49.0,21.8,66.6,30.1,33.1,45.4,31.5,0.424
147,103.3,-6.3,47.9,19.6,32.1,32.8,21.3,98.2,47.7,32.9,68.7,42.3,33.6,46.9,33.1,0.424
148,103.5,-7.5,44.8,19.4,33.9,27.3,16.1,103.2,53.3,35.2,68.9,37.6,34.1,44.1,30.8,0.355
149,91.4,-19.3,44.6,21.6,26.2,32.5,20.4,109.2,52.3,33.8,63.6,39.8,37.5,43.9,30.6,0.167
150,95.2,-11.2,47.3,19.0,25.3,29.5,20.9,105.4,50.4,42.1,63.8,29.8,31.6,46.0,32.5,0.448
151,92.3,-20.9,46.7,21.6,23.5,31.7,19.0,113.3,55.8,36.6,66.6,27.7,37.4,45.5,32.6,0.1
152,98.4,-8.1,49.7,18.7,27.2,23.7,17.1,101.0,46.0,42.6,64.2,36.1,31.1,45.9,37.4,0.567
153,99.9,-4.8,46.0,18.6,37.1,25.4,17.7,98.1,46.0,32.2,64.5,32.4,34.3,45.1,32.1,0.636
154,91.6,-11.8,47.9,20.5,21.6,30.4,23.3,107.2,53.9,34.1,64.1,34.3,35.8,44.6,34.9,0.393
155,87.0,-20.7,46.3,24.1,23.5,30.5,19.7,108.6,51.2,33.0,65.1,37.2,36.1,45.0,32.6,0.133
156,100.7,-9.0,51.9,20.1,26.7,29.0,20.1,97.6,43.4,40.4,64.7,42.4,30.9,51.7,34.9,0.576
157,104.7,-4.0,50.7,18.4,34.8,25.6,18.7,102.1,48.7,27.2,67.3,43.3,30.9,51.8,32.3,0.719
158,89.3,-17.3,44.1,20.7,25.3,28.5,18.2,102.1,49.6,34.4,66.6,36.2,33.7,45.0,28.4,0.267
159,99.4,-17.7,49.1,16.3,18.9,35.8,18.5,114.2,53.3,41.1,70.2,33.2,34.7,45.6,35.4,0.281
160,94.5,-17.4,49.2,20.8,27.9,32.3,21.0,113.6,55.5,38.0,77.8,32.0,36.9,48.3,33.9,0.267
161,98.7,-7.6,46.7,16.8,29.5,21.7,15.1,104.5,50.2,34.5,68.1,36.6,35.3,45.0,33.2,0.581
162,99.4,-13.2,53.6,21.3,25.1,32.9,19.2,115.0,54.5,38.4,73.7,33.2,37.1,53.2,36.2,0.357
163,98.6,-20.5,50.1,17.4,24.9,28.9,19.4,117.3,56.6,38.8,70.1,42.2,38.0,50.4,33.1,0.219
164,107.3,-6.6,54.1,19.2,28.5,28.2,16.7,105.8,49.3,37.4,68.5,38.2,37.0,52.6,38.2,0.611
165,107.1,-6.9,51.7,18.3,33.0,23.6,17.5,103.7,51.2,31.4,65.5,33.4,34.7,50.3,37.1,0.618
166,94.8,-15.3,48.8,18.6,23.5,28.2,17.1,109.5,52.2,32.2,67.2,30.8,35.7,47.1,34.4,0.414
167,92.1,-18.1,47.5,20.4,24.7,34.3,18.4,109.9,51.9,34.9,70.3,32.6,38.9,45.0,33.9,0.281
168,90.5,-18.8,45.5,19.1,26.9,28.8,16.6,109.4,53.0,33.5,69.6,29.6,36.4,44.8,31.2,0.226
169,100.6,-6.3,50.2,18.3,27.2,21.7,14.6,102.3,49.9,29.3,66.9,34.1,32.9,49.5,34.2,0.69
170,100.0,-8.3,47.1,15.2,29.5,28.8,19.7,104.7,50.7,40.1,67.2,32.8,37.5,45.7,32.7,0.562
171,102.9,-15.6,54.7,20.8,27.1,30.7,17.8,115.4,53.4,38.1,73.6,31.5,37.0,53.1,38.4,0.367
172,107.5,-7.4,54.0,16.3,24.4,27.3,17.7,110.2,52.4,35.1,72.0,35.0,35.2,51.5,38.5,0.656
173,106.1,-6.0,50.5,17.5,34.6,24.3,17.0,104.8,50.6,27.1,67.4,37.0,32.6,48.7,36.8,0.71
174,96.1,-16.0,49.7,18.3,25.9,26.7,17.0,108.2,51.6,32.4,67.4,30.0,38.7,48.1,34.8,0.379
175,101.8,-9.0,52.7,18.1,24.9,28.5,18.1,107.0,51.1,33.4,67.7,31.2,34.4,53.6,34.4,0.594
176,91.0,-20.2,46.0,21.8,25.5,30.7,18.1,107.2,51.4,36.7,72.2,29.2,34.4,47.1,29.6,0.2
177,98.0,-16.0,46.3,17.4,28.4,21.4,13.7,107.0,50.8,41.5,66.7,30.5,34.1,44.3,32.6,0.345
178,96.1,-12.7,47.9,20.0,30.5,28.2,20.8,100.9,50.5,41.8,69.6,32.0,35.3,47.5,32.2,0.419
179,103.5,-14.1,52.1,18.7,26.3,32.5,20.3,113.7,55.4,33.5,72.6,39.2,37.5,52.4,34.4,0.414
180,110.7,-0.9,55.9,16.9,26.0,22.6,16.8,103.8,50.6,25.0,65.2,41.8,34.6,53.8,39.9,0.794
181,97.9,-15.7,49.3,20.9,27.3,28.3,18.5,106.8,52.1,30.2,67.3,32.5,35.9,46.9,34.8,0.387
182,95.9,-17.4,49.5,18.5,20.9,31.7,16.7,112.3,52.3,25.2,67.2,24.3,38.4,48.4,33.9,0.323
183,106.8,-9.2,54.2,17.8,25.3,31.0,19.3,110.7,52.6,29.9,68.3,33.1,34.4,51.5,38.2,0.562
184,93.0,-20.9,48.6,22.2,25.9,27.2,19.1,110.9,55.3,38.6,65.3,25.6,38.7,49.9,31.0,0.161
185,83.7,-20.2,44.0,18.4,21.5,24.7,16.9,106.1,51.5,38.0,67.1,21.9,33.6,39.4,32.6,0.185
186,97.5,-3.8,48.1,20.7,33.2,26.1,18.6,99.6,46.0,36.2,70.7,35.4,30.1,47.7,32.6,0.75
187,101.7,-13.0,53.7,19.6,27.0,29.8,17.9,112.7,52.0,32.6,71.6,34.1,31.6,55.1,34.3,0.5
188,94.8,-8.1,48.4,18.3,24.5,24.4,22.9,101.3,51.4,32.9,66.2,31.1,34.0,49.5,31.3,0.677
189,105.3,-3.3,50.0,18.6,30.2,30.5,17.9,97.4,45.2,32.6,62.5,32.3,33.2,48.4,35.4,0.571
190,102.2,-10.8,48.4,18.0,28.2,34.7,19.2,106.1,50.9,34.1,61.9,29.9,31.6,45.2,35.6,0.387
191,100.9,-11.6,46.5,20.5,33.6,33.7,19.9,102.3,49.1,33.2,64.6,31.5,33.7,45.2,32.0,0.406
192,104.7,-5.4,48.4,20.2,37.0,31.6,19.2,95.1,44.4,38.7,66.6,31.6,30.4,48.1,32.8,0.562
193,97.2,-14.5,47.3,20.9,31.3,34.8,18.8,105.4,49.1,42.5,64.4,31.6,37.4,47.7,30.9,0.258
194,104.3,-0.4,44.2,14.6,31.8,29.2,18.8,92.3,44.5,33.5,65.9,35.6,31.4,43.4,30.4,0.703
195,97.6,-8.9,46.4,19.9,32.6,29.3,20.3,101.8,49.9,36.1,63.7,34.7,33.7,45.5,32.0,0.467
196,100.6,-0.4,47.1,17.7,30.8,28.5,19.7,92.9,45.5,30.9,64.3,41.4,33.3,46.5,32.3,0.697
197,101.0,-11.2,49.1,19.7,30.7,36.8,15.8,109.4,51.3,27.2,64.6,35.1,35.6,47.6,34.5,0.379
198,102.3,-10.6,49.0,19.4,28.8,32.3,18.4,104.2,51.2,26.8,68.0,34.6,33.1,47.8,33.9,0.375
199,116.2,-1.2,52.2,15.4,35.8,33.3,18.4,104.6,47.3,36.0,67.3,34.4,30.3,52.1,34.8,0.688
200,105.9,-5.6,46.1,16.4,32.4,29.6,18.9,96.4,44.9,38.4,74.4,41.9,30.5,45.1,32.4,0.559
201,117.2,3.6,55.3,18.8,41.2,28.5,18.3,97.1,46.6,30.4,66.6,33.8,33.1,52.5,42.0,0.833
202,97.6,-14.8,45.4,21.9,34.6,32.5,14.3,103.8,47.2,35.6,67.7,33.0,31.9,46.2,28.6,0.242
203,96.8,-11.1,45.4,19.5,32.1,29.8,18.4,99.9,48.4,36.2,68.5,31.3,35.2,45.5,30.1,0.382
204,99.9,-10.1,49.2,21.3,31.3,30.5,13.4,102.1,47.1,25.1,68.6,37.2,32.3,50.1,31.8,0.4
205,105.6,-5.6,48.5,18.7,29.9,30.5,16.1,98.3,45.6,32.0,66.1,34.5,33.0,46.1,35.4,0.5
206,96.6,-8.4,45.8,20.8,30.7,31.1,17.0,97.1,44.7,27.2,68.3,37.4,32.5,44.5,32.0,0.455
207,112.8,-0.9,51.7,14.9,31.8,30.7,20.7,98.1,47.1,36.8,66.6,28.6,32.9,47.7,39.4,0.688
