,ADJOE,WAB,EFG_O,TOR,ORB,DRB,TORD,ADJDE,EFG_D,FTRD,ADJ_T,FTR,3P_D,2P_O,3P_O,W:G
615,100.8,-7.7,48.3,18.0,30.4,28.6,18.6,102.8,50.8,33.1,75.5,37.7,36.3,48.7,31.6,0.6
616,100.4,-13.3,50.5,22.3,32.5,31.4,16.6,106.7,48.1,32.2,73.2,38.4,36.0,47.6,37.0,0.5
617,98.9,-17.8,50.8,18.1,24.5,26.8,17.5,107.8,53.9,32.3,63.8,27.4,35.7,49.8,34.9,0.324
618,103.8,-3.6,51.2,18.4,29.3,29.1,18.9,99.2,46.3,28.5,73.4,37.7,32.2,51.9,33.3,0.781
619,104.5,-2.0,50.1,18.2,30.4,26.8,17.9,99.9,47.4,32.4,68.7,36.9,32.8,50.5,33.0,0.75
620,105.3,-6.8,52.0,20.4,29.4,26.5,19.5,105.4,52.0,37.1,70.5,38.0,34.8,49.4,37.2,0.667
621,101.0,-15.4,49.1,16.0,26.3,31.4,16.4,112.8,53.0,29.1,73.1,25.9,34.6,49.0,32.8,0.406
622,97.9,-16.7,50.6,18.9,22.1,32.9,19.5,109.2,53.0,31.1,68.2,29.4,35.9,50.4,34.0,0.353
623,101.6,-18.0,49.1,18.2,27.0,31.4,17.2,116.7,56.7,37.5,73.8,31.1,40.6,48.5,33.3,0.267
624,99.8,-14.4,48.6,18.6,25.6,30.9,17.8,108.0,50.9,31.4,73.2,32.3,33.1,44.7,36.2,0.433
625,100.2,-10.0,50.6,20.8,28.8,30.4,17.2,102.0,46.7,34.2,73.3,35.3,32.3,49.8,34.9,0.588
626,97.6,-13.5,48.0,20.5,31.9,29.3,21.2,108.0,54.6,37.8,67.3,32.9,35.3,45.2,35.5,0.393
627,99.2,-10.9,50.9,18.1,25.1,23.8,18.0,102.5,50.1,27.4,66.8,27.7,37.4,50.9,33.9,0.516
628,106.2,-4.5,53.8,17.6,28.0,26.8,19.2,98.3,47.1,31.7,69.6,31.0,31.8,55.7,34.0,0.733
629,105.7,-8.0,52.0,18.1,28.0,28.6,16.9,106.2,50.8,27.8,72.0,35.5,37.3,51.4,35.2,0.576
630,101.1,-17.9,47.6,19.4,34.7,29.9,19.4,114.5,58.7,39.8,72.4,28.4,40.8,46.5,33.2,0.267
631,101.4,-15.2,51.5,18.5,26.3,33.0,16.8,110.5,51.6,34.0,70.7,31.7,32.9,48.9,36.5,0.345
632,105.7,-12.3,49.7,16.3,29.3,36.4,19.8,112.0,54.4,32.7,70.1,31.0,34.5,46.7,35.6,0.355
633,103.6,-8.4,51.5,17.2,26.4,31.4,18.8,104.9,52.1,32.3,74.7,33.9,34.4,51.4,34.5,0.583
634,100.5,-10.1,53.3,20.0,24.9,30.4,17.6,101.3,48.3,42.0,71.6,27.8,33.8,54.1,34.9,0.533
635,102.4,-10.4,50.2,19.6,34.3,27.8,19.6,105.5,52.6,33.2,70.4,35.2,37.0,50.5,33.0,0.516
636,98.6,-16.1,48.1,18.0,26.7,28.3,15.3,107.4,51.7,36.3,67.6,28.2,33.3,46.5,33.8,0.3
637,106.8,-10.3,54.3,18.4,25.7,32.5,17.2,107.0,53.0,28.0,69.8,35.7,35.2,52.3,37.9,0.5
638,106.3,-6.6,51.0,17.3,30.8,25.9,20.1,100.0,53.1,28.6,66.6,35.1,36.5,50.4,34.6,0.636
639,103.8,-14.0,49.6,18.5,33.5,28.9,16.2,111.0,53.6,38.5,68.7,23.1,34.2,48.5,34.1,0.4
640,103.3,-6.2,52.3,20.5,28.8,33.8,19.0,104.5,46.4,44.1,67.1,39.0,33.1,49.8,37.1,0.586
641,98.3,-12.2,47.0,21.6,29.8,30.5,16.4,105.0,48.5,36.4,68.2,45.0,34.7,47.2,31.1,0.379
642,106.4,-9.8,51.6,19.4,32.0,29.2,16.2,105.7,47.9,38.2,60.5,28.2,33.1,49.7,35.9,0.444
643,93.9,-11.2,44.6,19.0,23.1,30.0,19.3,98.1,45.7,41.5,65.2,39.3,33.3,44.1,30.3,0.414
644,98.8,-9.1,49.2,20.3,30.9,28.5,21.2,102.1,49.9,42.7,63.6,35.7,35.4,47.9,34.6,0.483
645,96.4,-13.0,49.1,23.6,29.5,29.1,18.1,106.4,51.2,39.8,63.7,35.8,37.6,47.7,34.6,0.321
646,105.4,-9.0,54.3,18.8,20.7,26.4,18.5,104.5,49.6,41.8,65.2,46.1,36.9,53.0,37.3,0.517
647,104.2,-3.0,49.9,20.4,34.2,27.8,19.0,97.2,47.6,33.1,62.5,40.9,31.0,47.3,36.5,0.667
648,101.0,-14.0,50.2,18.8,25.6,31.3,16.0,110.8,50.8,36.4,71.6,36.9,36.6,47.8,35.9,0.259
649,111.8,-4.3,53.5,15.9,28.5,26.9,19.0,105.9,51.5,34.6,65.9,37.9,35.7,50.5,38.1,0.697
650,96.7,-11.6,48.7,17.9,22.4,36.1,19.8,107.6,51.5,35.8,73.3,32.3,36.4,47.0,34.1,0.333
651,98.9,-12.4,47.5,20.8,32.8,29.7,20.9,103.5,52.7,42.3,68.2,38.2,35.1,45.9,34.3,0.333
652,99.3,-8.9,51.8,21.5,29.6,28.4,16.8,99.1,46.6,33.5,66.9,31.5,31.3,48.1,39.2,0.429
653,98.4,-10.9,49.0,19.4,27.9,30.5,16.7,107.1,49.8,33.5,68.6,31.9,34.8,51.3,30.4,0.37
654,112.2,-0.1,54.2,16.2,28.0,26.3,18.2,99.9,49.2,31.1,69.5,33.9,35.4,52.0,38.1,0.75
655,102.5,-11.6,50.7,19.6,27.1,29.7,21.2,113.1,57.7,39.1,72.7,44.5,37.4,49.0,35.6,0.464
656,100.0,-11.1,49.7,18.4,27.9,31.8,20.2,105.8,52.0,34.8,70.3,29.1,36.1,47.1,36.1,0.423
657,98.9,-14.6,52.1,20.1,22.0,27.2,15.5,107.4,51.9,31.8,71.4,29.5,35.6,53.6,33.3,0.286
658,98.8,-14.7,49.9,21.7,27.7,27.0,15.8,111.4,53.3,30.7,68.7,33.8,35.1,48.1,35.2,0.259
659,105.7,-5.1,52.3,19.8,29.6,29.6,18.4,101.4,47.4,39.5,68.1,32.3,31.2,51.2,35.9,0.692
660,102.0,-8.9,51.6,18.9,27.6,29.4,20.1,101.6,48.8,33.6,68.1,26.0,36.0,52.2,33.9,0.464
661,105.4,-4.8,52.3,19.3,31.2,28.5,17.0,105.0,49.7,26.3,69.2,33.9,33.2,51.8,35.5,0.643
662,101.0,-11.6,48.5,18.4,29.4,26.7,19.3,109.2,54.4,40.0,72.7,40.4,37.0,48.6,32.1,0.423
663,107.9,-13.6,52.4,17.8,27.0,29.4,18.2,113.0,54.2,32.0,71.1,24.5,38.4,49.9,37.2,0.308
664,104.8,-10.9,52.5,18.5,24.4,30.2,15.7,112.2,53.3,28.8,70.6,35.1,39.3,54.0,33.4,0.444
665,96.9,-15.4,51.4,20.0,23.9,27.2,18.1,109.5,54.4,25.6,67.9,32.8,35.1,49.7,36.0,0.269
666,100.8,-6.8,50.4,20.5,26.5,23.1,18.4,97.8,49.0,35.2,66.8,27.6,34.1,48.5,35.4,0.581
667,104.9,-10.1,53.9,16.4,22.0,24.8,16.6,106.1,52.2,32.5,65.6,26.2,35.9,52.1,37.3,0.464
668,102.5,-8.3,52.7,18.8,25.4,26.7,17.7,105.2,52.4,33.8,70.2,31.0,33.7,55.3,32.8,0.533
669,98.5,-5.7,50.4,20.3,24.5,27.5,20.9,97.2,48.0,31.3,72.4,36.7,30.0,50.2,33.8,0.667
670,102.0,-12.5,51.5,18.0,24.3,27.2,18.9,105.6,52.1,38.1,68.9,22.4,35.8,50.6,35.4,0.385
671,99.0,-8.5,51.1,18.9,18.8,28.8,17.4,104.0,50.5,26.8,69.3,33.9,33.7,52.3,32.9,0.517
672,102.7,-12.9,51.8,17.6,23.9,24.8,16.0,106.5,53.0,27.9,67.4,24.8,33.1,50.6,35.8,0.393
673,105.0,-3.6,53.3,22.6,28.7,23.1,17.5,99.4,50.2,33.8,68.4,31.6,34.2,52.7,36.1,0.633
674,103.6,-5.1,52.6,18.4,24.8,26.3,19.0,97.1,49.1,25.5,68.6,28.1,33.3,52.9,34.7,0.633
675,97.9,-5.6,47.0,17.8,24.3,24.7,17.2,98.5,49.7,28.7,68.8,29.8,32.5,48.1,30.3,0.615
676,101.2,-9.3,46.6,18.4,34.0,32.3,21.5,100.7,46.9,40.7,63.9,32.0,32.2,46.1,31.8,0.545
677,93.7,-18.5,45.2,20.2,27.3,33.9,18.3,104.5,48.3,42.7,62.1,37.1,34.3,43.2,32.2,0.226
678,110.9,-2.1,54.7,17.2,28.7,33.2,16.7,105.7,48.1,28.5,70.4,37.4,35.5,51.3,39.6,0.743
679,91.9,-19.9,46.8,20.5,21.2,35.6,20.8,104.1,49.6,36.7,65.3,38.0,33.1,46.4,31.5,0.219
680,98.0,-9.0,47.9,19.9,30.0,33.6,21.4,100.4,47.2,37.2,63.9,41.0,34.2,46.7,33.8,0.545
681,98.5,-15.9,45.6,20.6,32.0,29.5,18.1,109.7,53.7,36.3,65.2,41.2,37.9,42.3,35.1,0.267
682,101.4,-10.9,44.0,20.4,42.1,26.5,14.0,101.3,45.2,33.4,66.7,35.5,35.1,43.1,30.7,0.5
683,98.9,-5.4,49.4,19.2,31.1,29.6,21.6,99.0,47.5,37.7,64.6,35.6,32.7,49.0,33.4,0.636
684,97.3,-12.8,46.9,19.5,31.4,30.5,20.9,99.9,45.2,45.8,60.7,44.0,31.2,44.6,34.3,0.471
685,103.9,-15.2,47.5,18.7,36.3,37.1,21.2,111.2,51.4,51.0,66.7,41.9,36.2,46.6,33.2,0.355
686,106.6,-13.7,49.0,15.9,31.0,32.8,19.6,113.3,54.9,39.0,68.5,36.9,38.0,47.5,34.1,0.424
687,102.8,-7.1,51.3,17.6,24.8,34.1,18.9,106.2,49.6,34.1,72.4,32.6,33.7,50.0,35.4,0.576
688,98.4,-12.6,50.1,20.5,23.5,32.5,22.6,105.5,52.2,46.8,68.8,39.8,33.7,47.6,36.1,0.419
689,100.7,-18.8,49.4,17.3,24.3,32.0,16.9,116.0,53.6,36.6,68.9,35.9,38.2,48.1,34.2,0.233
690,105.7,-0.2,49.9,16.5,28.6,30.7,20.1,98.1,46.1,37.2,73.6,38.4,31.4,47.2,36.6,0.778
691,92.8,-19.4,44.9,21.1,32.8,31.3,16.9,107.3,49.0,35.5,66.8,34.0,35.7,46.2,28.2,0.219
692,91.5,-16.7,42.8,21.7,38.4,29.3,17.4,102.3,46.5,40.1,69.6,28.0,31.0,38.3,34.1,0.3
693,98.1,-14.1,48.3,19.2,28.6,29.4,18.2,103.6,47.8,32.4,65.3,35.4,34.0,48.9,31.5,0.394
694,95.1,-10.7,47.7,19.5,30.4,26.3,17.7,101.3,47.8,31.7,65.7,35.1,34.1,47.0,32.7,0.467
695,106.8,-6.4,52.0,22.2,39.1,30.0,17.3,104.0,47.2,38.4,71.1,40.8,32.1,50.7,36.8,0.618
696,106.9,-9.0,53.1,18.2,30.2,32.2,20.8,109.5,54.5,33.8,70.8,30.9,34.3,51.4,37.1,0.529
697,98.0,-9.1,51.3,18.6,24.3,28.2,17.5,102.2,49.5,32.0,70.7,27.2,33.1,52.0,33.5,0.516
698,95.7,-15.7,47.4,22.6,30.8,30.1,20.0,107.1,51.6,53.4,70.7,41.0,39.2,46.3,32.9,0.312
699,100.8,-17.8,49.9,18.4,21.6,32.9,15.7,112.6,52.6,37.0,68.6,37.9,37.7,49.9,33.3,0.25
700,106.7,0.5,50.8,16.7,29.7,30.0,19.5,99.5,47.0,35.7,73.8,37.3,33.4,47.6,37.3,0.794
701,99.4,-17.9,47.6,17.9,30.5,30.7,16.0,109.1,50.5,30.8,70.3,33.6,36.6,44.0,36.6,0.303
702,100.7,-15.5,47.9,19.2,34.1,30.2,16.8,112.7,52.6,38.2,74.3,33.0,38.0,47.4,32.6,0.323
703,99.9,-10.1,49.0,19.6,33.0,27.1,18.1,104.5,49.0,35.9,73.5,37.0,33.7,48.7,33.2,0.545
704,102.2,-7.6,51.2,17.3,25.5,25.9,20.9,95.5,48.1,29.2,62.6,33.1,31.9,47.3,38.1,0.639
705,105.2,-10.2,49.9,19.7,35.5,29.3,17.2,106.1,50.3,35.5,70.0,40.0,33.9,50.2,32.7,0.5
706,105.9,-6.5,54.2,18.7,29.9,30.4,21.6,104.4,50.5,37.2,70.0,29.9,32.1,55.9,34.8,0.636
707,101.0,-10.5,51.4,17.4,24.4,27.1,18.8,105.6,52.5,36.8,71.6,30.9,39.3,51.8,33.9,0.515
708,98.5,-12.3,51.6,22.7,31.0,32.1,21.5,104.0,50.1,41.0,67.1,37.6,34.5,46.8,40.0,0.452
709,98.5,-20.2,52.7,21.7,22.6,29.8,14.8,111.8,52.6,29.8,70.5,35.8,36.9,53.0,34.9,0.194
710,102.7,-13.7,52.3,20.9,26.6,26.9,18.3,104.3,51.4,41.6,71.2,44.1,35.4,49.3,38.9,0.355
711,107.8,-8.2,50.8,15.0,30.9,31.0,15.5,113.9,52.6,29.5,74.7,38.0,38.0,49.2,35.8,0.576
712,100.8,-16.3,50.3,19.4,27.8,28.5,16.3,111.0,53.6,30.1,67.7,37.0,39.6,49.8,33.9,0.364
713,107.8,-3.4,52.6,17.6,33.5,28.6,20.5,106.8,52.8,36.8,74.9,42.1,37.1,52.0,35.8,0.688
714,94.5,-13.0,49.2,19.6,27.1,28.9,21.3,99.3,48.4,42.3,63.9,27.3,32.9,48.1,33.7,0.438
715,96.1,-18.6,48.2,21.7,31.4,29.0,15.6,107.8,50.9,42.1,67.3,36.4,34.9,44.7,36.7,0.25
716,101.1,-11.7,50.5,18.6,27.0,31.9,20.5,111.0,53.6,36.9,69.2,31.4,36.0,52.0,32.4,0.469
717,95.9,-17.8,50.7,20.7,26.1,28.9,21.4,105.1,52.6,40.1,69.3,23.9,36.6,49.5,35.0,0.29
718,89.2,-17.4,47.4,24.1,30.6,30.3,23.5,103.8,51.0,45.6,63.3,33.3,36.1,45.6,33.2,0.344
719,100.4,-15.1,52.3,18.9,24.3,26.6,19.3,107.1,53.0,35.9,65.9,32.2,35.5,50.8,36.3,0.387
720,92.7,-15.4,45.8,20.6,29.3,28.5,21.2,102.3,51.1,43.2,68.9,40.3,35.8,46.4,29.7,0.4
721,101.2,-15.5,49.2,17.3,27.1,26.2,16.2,114.7,53.4,25.3,71.1,33.3,38.0,46.1,35.9,0.406
722,104.7,-10.8,52.8,19.4,29.8,29.3,15.7,111.8,50.7,27.0,68.1,37.3,34.5,48.5,37.7,0.516
723,100.2,-10.1,50.6,18.0,30.8,27.4,22.8,104.6,53.7,36.0,75.1,39.9,35.9,50.4,34.0,0.516
724,94.0,-17.1,48.7,23.3,29.9,27.8,18.7,106.9,51.2,38.5,64.9,34.8,38.6,48.8,32.5,0.312
725,100.3,-11.9,51.5,15.6,23.6,28.5,18.0,106.9,52.6,27.3,61.9,24.7,36.0,52.1,33.9,0.515
726,103.4,-6.9,49.4,18.8,33.3,31.5,18.8,97.1,45.5,41.0,64.1,31.3,33.0,46.7,34.9,0.588
727,98.9,-15.8,48.9,21.6,29.9,28.6,18.2,106.7,52.4,42.1,64.0,35.4,35.7,47.7,33.6,0.207
728,104.2,-4.2,49.3,18.4,31.6,29.5,19.5,100.1,47.2,32.2,63.8,32.4,32.6,48.6,33.8,0.656
729,113.2,-2.6,54.5,15.1,28.8,30.9,19.7,105.1,51.7,36.2,64.6,36.6,34.4,53.7,36.9,0.69
730,99.4,-6.3,46.9,17.8,30.2,33.7,21.5,97.4,46.2,42.5,66.3,41.5,33.1,46.7,31.4,0.548
731,105.3,-4.7,49.8,17.8,33.6,32.7,18.2,101.4,45.8,39.5,62.0,37.1,32.1,46.7,36.6,0.647
732,99.1,-12.2,49.4,19.4,25.9,29.6,20.6,105.0,53.1,42.5,65.4,38.7,34.9,48.3,34.4,0.387
733,100.1,-9.0,47.6,21.7,36.4,31.1,21.4,103.3,51.8,40.9,62.8,47.1,33.9,47.2,32.2,0.448
734,100.8,-13.5,49.8,18.7,25.9,30.5,15.4,106.3,49.3,32.2,66.8,28.9,35.9,49.0,34.0,0.333
735,111.6,-5.1,52.3,18.1,33.3,29.4,16.2,103.8,49.7,31.0,67.2,41.2,31.7,51.2,36.6,0.606
736,105.7,-6.0,51.3,18.1,29.8,30.4,18.9,105.2,51.9,36.7,65.4,42.7,35.4,49.9,35.9,0.562
737,109.0,-1.4,52.7,15.5,28.5,30.4,16.7,100.5,46.8,32.4,68.3,30.6,30.1,48.0,38.2,0.735
738,102.1,-8.3,52.2,19.9,28.0,26.3,16.5,102.1,46.8,38.6,66.2,34.8,35.1,49.9,36.9,0.588
739,99.1,-11.9,48.9,18.5,28.1,28.4,17.1,105.8,50.9,35.9,69.3,40.2,37.9,47.2,35.4,0.438
740,110.3,-9.2,51.7,13.6,26.5,31.5,15.9,108.3,51.0,35.2,67.4,30.0,34.4,50.8,35.2,0.467
741,105.7,-7.8,48.8,17.4,31.1,36.9,20.9,104.4,50.6,42.9,71.2,43.5,36.8,49.5,31.5,0.483
742,105.4,-7.0,49.0,17.5,34.1,28.0,16.8,106.8,51.0,35.1,68.2,40.0,35.9,49.0,32.8,0.581
743,96.4,-13.4,45.3,18.5,27.9,31.2,20.8,103.6,51.2,38.6,65.3,36.1,35.9,44.8,30.8,0.375
744,100.5,-6.7,47.8,18.5,32.1,27.7,19.9,100.8,49.0,41.3,68.6,41.7,35.2,44.8,35.6,0.567
745,110.1,-5.3,54.2,16.9,24.9,25.8,14.5,106.5,49.6,33.5,70.7,37.4,36.4,52.3,38.2,0.647
746,107.9,-9.8,52.7,16.6,27.9,24.6,17.3,102.9,51.0,28.8,70.0,34.3,38.9,51.7,36.3,0.516
747,102.4,-12.2,47.6,17.9,30.6,25.5,17.1,104.5,52.0,38.5,69.0,43.8,35.6,46.3,33.7,0.367
748,111.1,-1.9,55.1,17.2,29.4,27.9,16.7,105.4,51.0,32.9,67.4,37.3,36.8,55.0,36.8,0.771
749,103.6,-6.8,53.7,19.9,27.8,28.4,17.2,104.5,48.7,35.9,72.2,35.1,35.6,51.7,37.6,0.636
750,99.8,-12.9,48.0,17.3,28.5,28.2,20.0,105.8,53.1,34.2,71.5,35.8,35.2,46.5,34.1,0.419
751,103.5,-8.3,50.7,19.8,33.2,29.2,17.5,102.0,48.2,42.9,72.4,37.3,35.1,51.4,33.0,0.567
752,109.8,-10.8,51.7,14.7,26.7,34.0,15.2,117.8,53.5,32.6,76.3,34.6,35.1,48.5,36.4,0.533
753,105.3,-10.2,48.8,17.1,33.6,35.0,21.5,104.4,50.4,50.8,69.6,35.3,33.9,48.0,33.6,0.552
754,94.3,-15.6,48.6,20.1,24.9,31.8,20.7,105.2,51.4,40.0,70.0,37.0,34.8,49.8,30.9,0.367
755,98.8,-12.1,46.4,19.5,33.5,28.1,20.5,101.8,50.8,39.8,68.2,40.3,34.9,46.6,30.6,0.517
756,105.5,-6.0,53.2,17.4,25.6,27.7,18.1,99.4,47.3,32.7,71.6,33.7,32.1,50.0,38.5,0.667
757,107.8,-9.6,54.4,18.5,29.0,25.5,14.2,104.2,51.2,27.2,68.1,38.3,32.3,54.6,36.1,0.515
758,105.2,-9.2,50.9,17.6,31.1,26.5,18.3,105.1,54.0,34.2,69.3,35.0,36.1,48.2,38.3,0.516
759,102.4,-12.1,51.5,19.8,27.0,28.3,18.5,107.5,54.2,39.1,68.9,31.4,36.1,49.9,35.6,0.452
760,102.0,-6.8,51.4,18.4,28.0,27.5,16.7,102.7,49.4,30.0,71.1,33.2,36.6,51.7,33.9,0.613
761,101.4,-10.8,47.3,17.6,29.7,26.5,16.8,107.4,52.3,32.0,71.5,36.6,36.3,45.1,34.3,0.533
762,109.5,-9.1,51.0,17.0,31.1,31.0,17.9,109.4,52.5,27.2,68.3,33.7,34.5,50.5,34.4,0.636
763,101.3,-6.6,51.4,18.7,30.4,32.7,20.1,99.1,47.5,31.6,66.0,29.2,34.6,52.0,33.6,0.71
764,101.7,-10.5,48.7,18.7,31.4,30.5,18.0,105.8,51.1,33.4,69.8,32.5,33.9,48.8,32.4,0.515
765,100.0,-10.5,50.1,19.3,27.1,25.8,18.1,101.9,51.4,28.5,67.7,27.0,33.7,50.0,33.5,0.5
766,102.1,-13.0,49.5,17.0,28.2,28.8,17.4,110.6,54.3,33.4,68.3,33.1,36.0,49.8,32.6,0.4
767,99.9,-10.9,51.0,18.0,22.4,26.4,18.1,101.0,49.9,30.1,72.7,30.9,32.4,48.4,37.2,0.467
768,113.2,-4.5,55.3,16.6,27.8,27.8,13.4,108.3,49.5,26.4,69.5,37.1,34.4,51.4,40.6,0.697
769,105.3,-9.5,49.3,15.6,29.7,27.2,19.7,108.0,54.2,33.7,68.9,34.1,37.6,48.0,34.5,0.567
770,98.4,-8.1,48.2,17.3,25.1,29.9,19.1,92.9,45.5,30.6,67.5,27.7,29.6,48.8,31.7,0.548
771,100.5,-8.6,51.8,20.2,27.5,28.6,17.9,97.7,47.3,30.4,71.6,37.6,32.1,53.5,32.2,0.5
772,107.5,-4.3,50.5,16.6,30.7,24.8,17.8,102.0,50.8,31.1,71.5,34.9,34.6,48.8,35.8,0.688
773,109.2,-4.0,51.4,16.2,31.0,33.1,18.7,105.3,50.1,28.8,72.4,40.0,29.3,48.9,36.9,0.719
774,101.4,-8.1,48.5,20.8,34.3,34.9,20.1,101.5,50.8,32.0,64.4,33.9,34.2,50.5,29.9,0.536
775,109.0,-2.7,49.6,16.4,33.2,30.6,19.0,106.0,52.7,35.9,68.9,31.8,34.7,49.1,33.6,0.71
776,103.0,-8.7,48.6,18.7,30.0,25.3,16.7,101.4,51.1,33.9,67.6,34.7,33.9,48.7,32.3,0.5
777,106.6,-8.9,52.6,17.2,27.2,26.7,17.9,104.8,51.9,39.1,67.3,26.5,36.1,51.6,36.5,0.531
778,98.4,-8.7,48.6,20.0,28.2,27.4,18.5,100.5,50.8,31.2,70.8,33.2,35.9,50.7,29.7,0.467
779,108.6,-0.1,53.2,17.4,28.1,25.7,15.4,97.8,46.8,26.8,69.0,26.1,31.5,50.4,38.0,0.781
780,98.3,-15.2,48.0,21.7,29.7,27.6,15.2,105.0,52.1,29.9,70.5,36.7,36.9,49.4,30.5,0.258
781,90.4,-18.2,44.2,22.7,34.4,34.1,20.9,109.4,48.2,46.4,60.6,40.3,33.1,44.4,29.1,0.3
782,97.0,-16.6,47.0,18.4,25.3,38.1,19.3,115.7,54.5,42.4,74.3,30.5,38.4,42.4,35.3,0.233
783,99.3,-10.7,47.7,19.7,31.8,31.8,16.4,110.0,48.8,36.0,67.4,31.5,33.5,44.8,35.0,0.471
784,83.6,-23.2,41.3,21.8,26.8,35.5,18.5,116.0,53.5,34.9,66.3,37.8,35.1,40.9,28.3,0.069
785,90.8,-11.6,46.2,25.0,33.5,34.6,21.4,100.7,45.7,40.1,63.1,43.4,31.4,47.4,28.9,0.448
786,100.9,-8.7,51.7,23.4,35.5,31.9,21.3,107.1,51.1,41.1,64.9,47.0,32.4,48.9,38.2,0.545
787,92.4,-18.5,40.2,16.2,34.8,33.8,21.6,111.3,53.3,43.2,65.0,33.1,36.1,39.1,28.4,0.226
788,102.3,-7.6,52.1,20.7,34.3,30.4,18.0,107.4,48.1,39.4,65.1,42.7,33.9,52.2,34.5,0.562
789,91.7,-18.2,44.6,23.6,34.1,34.4,18.8,112.1,50.4,40.9,62.7,37.3,36.5,45.7,28.4,0.233
790,102.5,-2.4,53.2,19.8,31.0,30.8,20.2,98.4,42.1,41.1,59.9,37.2,29.1,53.1,35.6,0.733
791,85.6,-16.3,44.0,24.7,30.0,33.7,24.8,104.4,53.0,50.5,65.4,34.2,37.1,46.2,25.2,0.241
792,89.1,-17.2,42.4,19.4,30.1,33.2,20.1,107.6,51.0,36.4,65.2,32.8,33.4,41.1,30.1,0.29
793,97.5,-13.8,47.1,18.5,32.0,35.7,18.0,110.6,49.7,34.5,67.8,31.0,34.6,47.4,31.1,0.4
794,95.3,-16.2,44.2,17.7,30.7,34.8,18.1,111.8,52.8,43.1,71.1,37.2,36.7,40.6,33.4,0.241
795,88.6,-20.0,44.8,21.1,27.2,38.8,19.9,112.9,51.6,41.3,67.1,29.1,33.3,42.4,32.4,0.167
796,82.9,-18.3,44.8,22.5,25.4,31.2,20.3,107.0,50.3,38.5,70.4,42.5,33.3,44.4,30.4,0.222
797,92.2,-16.1,43.6,20.3,32.6,35.8,18.9,108.8,49.2,36.6,71.5,48.5,33.5,43.4,29.5,0.333
798,97.7,-15.5,49.2,23.0,31.4,29.7,18.8,112.9,53.0,49.5,68.3,37.3,35.3,49.5,32.4,0.29
799,93.9,-17.4,44.0,16.7,30.4,33.9,20.8,107.1,50.7,38.5,70.0,35.8,31.2,43.6,30.1,0.267
800,103.4,-11.0,48.7,17.7,32.2,34.3,19.1,112.0,50.2,41.9,68.4,41.5,38.0,46.7,34.7,0.469
801,95.1,-16.8,45.8,19.5,29.8,31.5,18.2,114.3,51.3,48.5,68.7,37.0,33.8,44.8,31.8,0.323
802,97.5,-15.6,47.7,20.4,33.9,31.1,18.5,111.3,50.0,37.9,66.6,38.7,34.0,46.3,33.9,0.345
803,86.8,-11.2,45.1,21.9,25.8,30.8,22.2,102.5,49.5,41.0,67.1,39.8,34.2,44.2,31.1,0.467
804,101.8,-9.5,49.8,17.0,29.1,31.4,17.5,112.6,50.7,38.7,68.5,34.8,34.6,49.6,33.6,0.531
805,95.2,-18.7,46.8,17.7,31.1,35.6,19.6,113.9,53.1,40.0,69.6,28.2,33.6,45.9,32.3,0.333
806,91.7,-17.8,43.9,19.1,28.0,33.1,18.9,116.6,54.4,40.0,70.0,40.0,35.6,41.7,31.7,0.267
807,93.9,-17.4,47.8,19.6,28.5,37.2,20.3,113.5,52.3,39.1,67.3,30.1,34.7,44.7,35.1,0.333
808,92.3,-20.2,46.5,18.5,26.3,34.7,18.9,116.7,53.2,33.9,71.2,37.6,36.1,44.7,33.9,0.25
809,92.0,-12.5,46.1,19.6,30.6,29.3,19.9,106.6,49.6,42.7,69.5,33.4,35.6,45.0,32.2,0.483
810,90.0,-18.0,43.4,21.5,32.3,33.3,18.2,109.1,49.7,35.8,68.7,43.4,36.0,43.3,29.0,0.312
811,96.4,-13.7,48.4,18.0,27.1,33.7,19.3,112.7,52.8,40.9,69.8,32.5,35.9,46.5,34.4,0.438
812,91.6,-13.1,42.5,19.8,34.8,31.2,20.1,105.6,48.9,41.5,69.2,37.8,28.9,42.0,29.2,0.483
813,93.5,-10.9,47.4,20.5,29.7,28.9,16.7,105.3,48.0,38.4,69.8,38.0,34.7,46.1,33.2,0.531
814,95.2,-25.2,47.6,21.7,31.8,32.9,14.3,124.0,53.1,38.9,64.6,33.4,38.3,47.3,32.2,0.1
815,99.0,-11.0,49.5,17.8,27.6,35.8,19.3,113.9,52.9,31.7,83.3,32.3,32.6,52.0,31.8,0.481
816,98.0,-13.1,47.4,18.0,28.1,35.8,17.6,118.7,54.3,39.1,69.4,30.4,34.4,47.1,32.0,0.379
817,98.6,-11.4,49.5,20.3,32.9,30.5,17.6,110.9,48.6,38.2,76.9,41.2,33.6,51.0,31.2,0.6
818,86.2,-20.9,43.3,20.5,22.3,31.9,17.9,109.7,49.2,37.6,68.7,27.1,33.7,41.0,30.5,0.156
819,90.3,-24.1,47.3,22.8,29.3,33.7,18.2,119.2,55.9,35.7,66.2,28.5,38.9,46.1,33.2,0.133
820,94.2,-19.1,47.2,19.5,27.5,36.5,18.7,117.7,53.6,36.2,68.4,32.1,34.8,44.8,35.1,0.273
821,100.1,-11.1,48.8,16.9,28.7,29.7,16.9,107.6,48.9,35.7,72.8,33.8,33.3,49.1,32.0,0.594
