,ADJOE,WAB,EFG_O,TOR,ORB,DRB,TORD,ADJDE,EFG_D,FTRD,ADJ_T,FTR,3P_D,2P_O,3P_O,W:G
0,2.711081178450693,2.3552180582488584,0.8893995317585244,-1.6089871710873425,2.6186973706579075,-0.023955287063052607,-0.2224013863406593,-1.2726586308013155,-0.6469488521684595,-0.940004682388092,1.1863754923488496,-0.7032496755604044,0.6629734249070158,1.5065166569988113,-0.6118599149020584,0.825
1,3.497470897124111,2.7429086346381735,1.5894967234435704,-3.0442778600228553,0.5381308883821175,-2.023439622522957,-1.312665941061658,-1.4695098383251939,-0.7830494054856741,-2.221105798363758,-2.597625716548992,0.04006746859895121,1.2012145496788929,1.7724914992779244,0.7507012294981409,0.9
2,1.5043797135897599,2.1111165842259565,1.3030933268451423,-2.278789492590582,-1.058582923596977,-1.6425854633877373,0.36815858079988223,-1.9540666568455038,-0.7830494054856741,-1.004059738186875,-0.5835605569743326,-1.0082002988052674,-0.5791214784127034,1.7429387390246913,0.2845618906243892,0.825
3,1.6128472609929896,2.125475494462598,1.1758029283569524,-0.5085976429034499,-0.598922886815117,-0.4365472927928743,1.8672723435412566,-2.741471486941011,-2.3822309069629526,0.05284868249304957,-0.0953023364713873,-0.5888931918435804,-2.0282321989523773,1.1814362942132277,0.7507012294981409,0.816
4,1.9653667900534866,2.225987866119087,2.1623035166404287,-1.2262429873712062,0.030085584570587194,-1.2299934576579155,-0.7221059739211163,-2.5749050805746547,-3.0287085352197236,-1.5004864206274457,1.1253432147859803,0.5737310592774616,-2.3180543430603113,2.215782903076447,1.360268057256126,0.949
5,1.8840161295010647,1.6803492771267183,0.030189341963238192,-0.31722555104538047,2.9332016063507584,-0.11916882684685778,-1.1763828717215328,-1.0758074232774393,-1.3614767570838393,0.08487621039244053,-0.5835605569743326,3.013336045236368,-0.9931531128526098,0.35395900712265327,-0.4325755537967688,0.725
6,2.467029196793426,2.0106042125694676,1.5258515241994766,-1.9917313548034796,0.6349014224414562,-0.21438236663066296,0.00473706255954885,-1.4543674377464328,-0.6809739904977637,-2.1730645065146703,-0.9192380835701114,-1.4465668197197588,-0.8275404590766479,1.3587528557326372,1.252697440592951,0.789
7,2.9686916035333653,2.6567551732183254,2.1623035166404287,-1.1783999644066885,1.4332583284310028,0.039520406126150466,-0.04069062722049181,-1.9237818556879862,-1.1913510654373203,-1.9808993391183205,-0.4309798630671617,0.7262063708998928,-1.3243784204045366,2.097571862063508,1.5395524183614158,0.897
8,2.6704058481744823,2.7141908141648905,1.7167871219317625,-1.9438883318389628,0.1268561186299259,-1.483896230414729,-0.5403952148009504,-2.0297786597393026,-1.8038035553647873,-1.5965690043256204,-2.1703997736089113,-1.3131509220501305,-2.359457506504303,1.092778013453524,1.826407396129878,0.921
9,2.3992369796664073,2.326500237775576,0.6029961351600964,-1.2262429873712062,2.7638531717469146,-1.6108476167931352,-0.04069062722049181,-1.7875002504791475,-0.6469488521684595,-0.7478395149917416,1.522053018944624,-0.3220613965043252,-0.28929933430477067,0.6494866096550016,0.3921325072875618,0.846
10,2.683964291599885,2.3982947889587822,2.0031905185301904,-1.1783999644066885,-0.4053818186964387,-0.21438236663066296,0.8678631683803408,-1.878354653951705,-1.1233007887787119,-1.004059738186875,-0.33943144672285996,-0.3601802244099323,-0.28929933430477067,2.5408632658620305,0.6431306128349682,0.875
11,3.402561793146286,2.642396262981684,3.0851589056798088,-1.800359262945411,-0.0666849494887515,-0.9443528383065,-0.2224013863406593,-1.3937978354313951,-0.5108482988512448,-1.5325139485268373,0.545536577938729,-1.255972680191719,-1.2001689300725644,3.0137074299137883,2.041548629456226,0.9
12,1.2467692885070878,1.7952205590198487,0.5393509359160004,-0.6999697347615176,0.1268561186299259,0.8647044175857926,0.41358627057992453,-1.8177850516366676,-1.8378286936940915,-0.09127519305421261,-0.9192380835701114,0.44031516160783335,-0.6619278053006858,-0.2075434376888081,1.5395524183614158,0.8
13,1.7077563649708163,2.412653699195424,0.2529475393175723,-0.22153950511634662,2.0138815327870385,1.0233936505588008,3.775235314303005,-2.8474682909923295,-1.7697784170354856,-0.21938530465177988,-0.2173668915971258,0.7643251988055013,-1.1587657666285733,0.5903810891485312,-0.396718681575713,0.875
14,0.826457542319572,1.9531685716229026,-0.6699078497218077,-0.7478127577260354,1.1671393597678217,0.2299474856937608,1.185856996840632,-2.4083386742082964,-2.0419795236699145,-0.4756055278469133,-0.6751089733186387,0.5165528174190502,-1.7798132182884328,-0.11888515692910445,-1.3289973593232176,0.75
15,2.9822500469587685,2.3552180582488584,2.7032877102152364,-2.0395743777679964,-0.47795971924094316,0.6742773380181846,-0.6312505943610334,-0.7123898093872066,-0.7149991288270681,-1.9488718112189283,-1.1938833326030187,0.13536453836297102,-0.8275404590766479,2.7772853478879105,1.6471230350245885,0.842
16,2.0331590071805055,1.4506067133404579,1.3349159264671904,-1.6568301940518595,0.6832866894711265,0.6425394914235825,-1.7669428388620743,-0.0006969821854981907,-0.17059691555820714,-1.644610296174708,-0.7056251121000712,-0.5888931918435804,0.9527955690149484,1.210989054466463,1.0734130794876615,0.667
17,2.2500941019869667,2.3552180582488584,1.5894967234435704,-1.7525162399808942,0.005892951055752088,-1.547371923603932,0.05016475233959113,-1.8632122533729463,-0.5448734371805491,-0.45959176389721723,-1.8042061082317025,-0.7413685034660116,0.04192597324715618,1.1223307737067594,2.11326237389834,0.784
18,2.5754967441966556,2.0680398535160327,1.9395453192860945,-0.6042836888324837,2.1590373338760456,-0.023955287063052607,-0.6312505943610334,-1.5755066423765103,-1.2253762037666247,-2.2371195623134534,0.942246382097377,-0.2648831546459125,-1.0759594397405923,2.1271246223167433,1.0016993350455472,0.784
19,1.3416783924849145,1.2495819700274797,1.0803351294908106,-0.4607546199389321,0.586516155411786,-0.08743098025225568,0.32273089101984,-1.0455226221199192,-0.5448734371805491,-0.6197294033941755,1.4305046026003223,0.19254278022138238,0.3731512807990801,1.4178583762391077,0.21284814618227235,0.657
20,2.114509667732929,2.7285497244015318,1.2076255279790005,-0.6042836888324837,1.3848730614013343,-0.18264452003606085,0.32273089101984,-2.135775463790621,-1.701728140376877,-1.9648855751686245,1.7661821291960966,-0.5317149499851677,-1.9454258720643962,2.71817982738144,-1.2931404871021592,0.842
21,2.6432889613236745,1.9962453023328264,1.2076255279790005,-1.417615079229274,1.1187540927381514,-0.9760906849011021,-0.04069062722049181,-1.3635130342738753,-0.340722607204726,-0.7318257510420462,-0.24788303037855827,-1.1606756104276992,-0.16508984397279702,0.7972504109211758,1.0734130794876615,0.722
22,2.385678536241004,2.785985365348097,1.8759001200420007,-0.4607546199389321,0.5623235218969527,-0.6904500655496877,-0.0861183170005341,-1.9540666568455038,-1.6677030020475727,0.16494503014091966,0.6981172718459,0.49749340346624604,-0.8689436225206391,1.1518835339599947,2.471831096108919,0.865
23,2.467029196793426,2.6998319039282492,2.0031905185301904,-0.5564406658679659,1.0219835586788129,-0.11916882684685778,-0.04069062722049181,-1.3332282331163552,-0.6469488521684595,-1.004059738186875,1.094827076004548,0.0019486406933427421,0.41455444424307136,1.4178583762391077,2.1491192461193984,0.861
24,0.8535744291703781,1.4793245338137404,0.8893995317585244,-0.7478127577260354,-0.9618123895376384,0.5790637982343783,1.3221400661807572,-1.4543674377464328,-0.30669746887542176,0.08487621039244053,-0.40046372428572924,-0.417358466268345,-0.6619278053006858,1.3587528557326372,-0.10986370380724825,0.676
25,1.2738861753578956,1.7952205590198487,0.6984639340262383,-0.4607546199389321,0.731671956500795,-0.4365472927928743,1.367567755960798,-1.7875002504791475,-1.2253762037666247,0.27704137778879084,-0.06478619768995485,0.630909301135873,-0.9517499494086216,0.6790393699082369,0.535559996171793,0.73
26,1.6670810346946034,1.350094341683969,0.6666413344041903,-0.17369648215183053,1.1187540927381514,-1.4521583838201269,-0.5403952148009504,-0.818386613438523,0.5439309893571727,-0.45959176389721723,0.17934291256152216,0.9739787522863451,-0.4963151515247239,0.9450142121873499,0.03356378507698285,0.632
27,1.9246914597772757,2.412653699195424,1.1758029283569524,-1.0827139184776546,1.1187540927381514,-2.4360316282527785,0.8678631683803408,-2.484050677102095,-1.6677030020475727,0.16494503014091966,-0.33943144672285996,2.117543589454583,-0.4549119880807327,1.3292000954794019,0.5714168683928513,0.895
28,2.04671745060591,2.0823987637526744,0.7939317328923803,-1.2740860103357223,1.0219835586788129,0.13473394590995563,0.6861524092601734,-1.0758074232774393,-0.3747477455340303,-0.6837844591929585,0.36243974525012557,0.8215034406639126,0.6629734249070158,1.1223307737067594,-0.0022930871440755623,0.811
29,1.802665468948641,2.03932203304275,0.5711735355380484,-0.8913418266195869,0.5381308883821175,-0.18264452003606085,1.0495739275005067,-2.1812026655269,-1.4295270337424477,-0.36350918019904205,0.7286334106273368,0.8024440267111097,-1.697006891400452,0.44261728788235694,0.535559996171793,0.75
30,2.0331590071805055,2.412653699195424,0.9848673306246664,-1.4654581021937918,0.8768277575898039,-0.7539257587388908,0.23187551145975702,-1.8177850516366676,-0.8510996821442827,-0.4435779999475212,1.7966982679775334,0.9358599243807366,-1.6556037279564606,1.210989054466463,0.320418762845445,0.842
